capacity_bytes,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_raw,smart_16_raw,smart_17_raw,smart_22_normalized,smart_22_raw,smart_24_normalized,smart_168_raw,smart_170_raw,smart_173_raw,smart_174_raw,smart_177_normalized,smart_177_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_218_raw,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_225_normalized,smart_225_raw,smart_226_raw,smart_231_raw,smart_232_raw,smart_233_raw,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_raw,smart_242_raw,smart_241_normalized,smart_242_normalized,smart_254_normalized,smart_12_normalized,smart_250_raw,smart_251_raw,smart_235_normalized,smart_23_normalized,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
12000100000000.0,79,79354856,0,0,98,0,100,2,100,0,73,17859366.0,0,0,100,141,100,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,68,32,0,0,100,2,100,14,32,32,79,79354856,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,139.0,8703503688.0,2850695820.0,0,0,0,0,0,0,0,0,normal,fail,1,[0.6 0.4],0.02904940554533142,0.47368421052631576,"[('normal', 10), ('fail', 9)]",0.4734052082028676,-0.03421730254607269,-0.23959619495897533,47
14000500000000.0,100,0,100,0,100,8017,100,5,100,0,100,0.0,100,0,91,3675,100,0,0,0,4,0,0,0,0,100,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,100,3,100,3,100,73,100,27,0,0,100,0,100,1,100,0,200,0,0,0,0,18219009,92,3513,100,0,0,0,582,0.0,0.0,0,0.0,100,0.0,0.0,0.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.9 0.1],0.5310044064107188,0.3684210526315789,"[('normal', 12), ('fail', 7)]",0.42470289927276195,0.7383699099959258,-0.4514544863300996,48
12000100000000.0,82,147903480,0,0,99,0,100,1,100,0,87,466355588.0,0,0,98,2517,100,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,69,31,0,0,100,9,100,169,31,31,6,147903480,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,2477.0,34149969224.0,60724631788.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.4235792926730946,0.9582651071250439,0.7308916269542781,48
4000790000000.0,119,222927456,0,0,96,0,100,4,100,0,89,851824880.0,0,0,61,34843,100,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,100,0,100,0,100,0,100,0.0,100,0,78,22,100,0,100,0,97,7909,22,22,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,34760.0,51632872544.0,175773000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0,"[('normal', 19)]",0.24036784466740047,0.9817865174263716,0.6280158898172853,47
8001560000000.0,79,83011112,0,0,89,0,99,1894,100,0,93,1904601951.0,0,0,93,6636,100,0,0,0,10,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,70,30,98,5682,100,20,99,2085,30,30,79,83011112,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,5757.0,33288780666.0,90730546282.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.5 0.5],0.0,0.3684210526315789,"[('normal', 12), ('fail', 7)]",0.3901486276919546,-0.15328755974769592,-0.2662413226063827,47
14000500000000.0,100,0,100,0,100,8016,100,4,100,0,100,0.0,100,0,97,1458,100,0,0,0,4,0,0,0,0,100,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,100,0,100,3,100,88,100,31,0,0,100,0,100,0,100,0,200,0,0,0,0,201850882,97,1313,100,0,0,0,588,0.0,0.0,0,0.0,100,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.6842105263157895,"[('normal', 13), ('fail', 6)]",0.41606080943194634,0.6885242498905781,0.4116976284581149,48
250059000000.0,100,0,0,0,0,0,0,0,0,0,0,0.0,0,0,100,1059,0,0,0,0,5,100,100,0,0,0,0,97,4296933449.0,3,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,3,0,0,91,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109951000000000.0,416612000000.0,7035,14754173696.0,0,0.0,5191.0,2470.0,0,0,0,0,0,0,0,0,normal,fail,1,[0.6 0.4],0.02904940554533142,0.5789473684210527,"[('fail', 11), ('normal', 8)]",1.0,-0.01672906135039398,-0.28921837922811916,64
4000790000000.0,117,127878736,0,0,92,0,100,13,100,0,82,192973106.0,0,0,56,38791,100,0,0,0,13,0,0,0,0,0,0,0,0.0,0,0,0,100,0,100,0,100,0,100,0.0,100,0,73,27,100,0,100,2,94,13672,27,27,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,38693.0,61472699376.0,217187000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.2766031258838143,0.3687397365452715,0.29340117701613716,47
12000100000000.0,83,214791032,0,0,94,0,100,5,100,0,85,288809205.0,0,0,81,16999,100,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,74,26,0,0,100,302,100,898,26,26,83,214791032,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,16863.0,67410523520.0,114445000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.40781535235382804,0.9778911992907524,0.7664839242906029,46
12000100000000.0,82,173374928,0,0,89,0,100,8,100,0,83,186172925.0,0,0,77,20811,100,0,0,0,8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,77,23,0,0,100,304,100,989,23,23,82,173374928,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,20676.0,60252642424.0,189921000000.0,0,0,0,0,0,0,0,0,fail,normal,1,[0.1 0.9],0.5310044064107188,0.6842105263157895,"[('normal', 13), ('fail', 6)]",0.42604184402244016,0.3741920180113439,0.5303047185726767,45
4000790000000.0,100,0,135,99,100,433,100,7,100,0,100,0.0,113,42,96,32712,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,424,100,424,253,21,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,1.0,"[('normal', 19)]",0.3041956745156067,0.5928862814785906,0.33822185627402207,45
12000100000000.0,82,148562152,0,0,89,0,100,19,100,0,88,700554385.0,0,0,84,14754,100,0,0,0,18,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,76,24,0,0,100,233,100,1111,24,24,82,148562152,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,14525.0,55382962248.0,124453000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.40428599763880235,0.9173193722963333,0.7615828524512036,46
4000790000000.0,100,3025584,0,0,92,0,100,13,98,2760,81,157401084.0,0,0,56,38584,100,0,0,0,12,0,0,0,0,0,0,0,0.0,0,0,0,98,2,100,0,56,44,100,1.0,100,0,81,19,100,0,100,1,97,6659,19,19,0,0,0,0,100,48,100,48,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,38486.0,56551525912.0,197292000000.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.9 0.1],0.5310044064107188,0.2631578947368421,"[('normal', 14), ('fail', 5)]",0.25937743252592604,0.7565756290645722,-0.0988655873132643,48
12000100000000.0,80,98153744,0,0,91,0,100,7,100,0,89,848719806.0,0,0,91,8015,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,76,24,0,0,100,123,100,1616,24,24,80,98153744,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,7731.0,42446997800.0,84360305516.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.4112608827329406,0.8324987292289734,0.756524195061934,46
4000790000000.0,100,0,135,98,135,553,100,21,100,0,100,0.0,113,42,97,26132,100,0,0,0,21,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,667,100,667,171,35,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0,"[('normal', 19)]",0.30419567454418717,0.9858428463339806,0.6882368508834368,47
12000100000000.0,84,224591864,0,0,90,0,100,7,100,0,90,912899512.0,0,0,81,17199,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,77,23,0,0,100,246,100,926,23,23,84,224591864,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,17070.0,57143523904.0,153286000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.4087919126302033,0.576416042912192,0.3979386300784995,44
4000790000000.0,100,0,134,100,100,422,100,7,100,0,100,0.0,113,42,97,25757,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,7,100,7,200,30,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0,"[('normal', 19)]",0.3041956745396437,0.973260335624218,0.701055325432797,45
8001560000000.0,72,16618008,0,0,91,0,100,7,100,0,94,2263228801.0,0,0,71,25758,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,77,23,49,102027,100,14,86,29594,23,23,72,16618008,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,25734.0,63174528728.0,195858000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.4143274904935512,0.7431283927948598,0.5038988047588516,46
14000500000000.0,100,0,100,0,100,8114,100,6,100,0,100,0.0,100,0,89,4634,100,0,0,0,5,0,0,0,0,100,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,100,1,100,2,100,13,100,18,0,0,100,0,100,0,100,0,200,0,0,0,0,119406594,89,4630,100,0,0,0,598,0.0,0.0,0,0.0,100,0.0,0.0,0.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.7 0.3],0.1187091007693073,0.2631578947368421,"[('normal', 14), ('fail', 5)]",0.4205459090564847,0.31061085238374575,-0.21948347754642406,48
12000100000000.0,78,61364592,0,0,92,0,100,7,100,0,89,827773422.0,0,0,94,5617,100,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,68,32,0,0,100,77,100,363,32,32,78,61364592,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,5525.0,32533417808.0,71057841986.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.6842105263157895,"[('normal', 13), ('fail', 6)]",0.41497536194850193,0.3570982341649004,0.36737988930467874,47
12000100000000.0,100,0,100,0,100,0,100,2,100,0,100,0.0,100,0,100,5620,100,0,0,0,2,0,0,100,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,360,100,360,230,26,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0,"[('normal', 19)]",0.4715647774886128,0.968084804713726,0.7663446615051703,48
12000100000000.0,83,194310000,0,0,89,0,100,13,100,0,84,229676029.0,0,0,77,20665,100,0,0,0,12,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,69,31,0,0,100,322,99,3058,31,31,83,194310000,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,19761.0,67085928216.0,216800000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.4506924043164485,0.8399717956781387,0.753634481948002,47
12000100000000.0,76,37702672,0,0,89,0,100,10,100,0,86,377319465.0,0,0,88,11248,100,0,0,0,10,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,75,25,0,0,100,161,100,1137,25,25,76,37702672,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,10907.0,46249485376.0,105400000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.6842105263157895,"[('normal', 13), ('fail', 6)]",0.4027401209123016,0.9697246439754963,0.7515627267400516,45
8001560000000.0,82,173928600,0,0,85,0,100,11,100,48,88,579735784.0,0,0,62,33597,100,0,0,0,11,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,99,1,100,0.0,100,0,57,43,3,195004,100,5,83,35372,43,43,21,173928600,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,33536.0,79157089928.0,200720000000.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.9 0.1],0.5310044064107188,0.15789473684210525,"[('normal', 16), ('fail', 3)]",0.42677963755008164,0.7420662398876074,-0.45626018437725985,47
4000790000000.0,120,239927504,0,0,92,0,100,10,100,40,84,260597108.0,0,0,52,42776,100,0,0,0,10,0,0,0,0,0,0,0,0.0,0,0,0,99,1,100,0,82,18,100,0.0,100,0,81,19,100,0,100,0,94,13183,19,19,0,0,0,0,100,8,100,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,42674.0,58277038576.0,203871000000.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.8 0.2],0.2780719051126377,0.21052631578947367,"[('normal', 15), ('fail', 4)]",0.26049137671441525,0.6141150866629549,-0.21642051647943528,43
12000100000000.0,78,62003970,0,0,97,0,100,3,100,0,84,245973871.0,0,0,99,1558,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,67,33,0,0,100,2,100,285,33,33,4,62003970,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,1502.0,25498121416.0,32669604478.0,0,0,0,0,0,0,0,0,fail,normal,1,[0. 1.],1.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.4448248564236924,0.9524449408054352,0.718113647902665,46
12000100000000.0,66,3772072,0,0,91,0,100,7,100,0,81,116345811.0,0,0,92,7758,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,73,27,0,0,100,85,100,1548,27,27,66,3772072,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,7488.0,43429479864.0,107942000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.4 0.6],0.02904940554533142,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.39976948694595915,0.06281778667883942,0.22522247135048357,45
12000100000000.0,83,194722792,0,0,90,0,100,18,100,0,89,791667943.0,0,0,76,21363,100,0,0,0,16,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,75,25,0,0,100,289,100,1234,25,25,83,194722792,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,21120.0,72339390104.0,224242000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.5263157894736842,"[('normal', 10), ('fail', 9)]",0.4604422294245841,0.31799422571970265,0.5365271017066223,48
500108000000.0,100,75,252,0,94,1854,100,5,252,0,252,0.0,252,0,100,21339,252,0,99,1737,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,252,0,252,0,0,0,64,29,100,0,252,0,252,0,252,0,200,0,100,311507,0,0,0,0,99,1737,92,89824,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,fail,1,[0.7 0.3],0.1187091007693073,0.7894736842105263,"[('fail', 15), ('normal', 4)]",0.07647238451174276,0.1211978264085184,-0.1963590835323629,56
12000100000000.0,72,16435392,0,0,90,0,100,10,100,0,87,448587891.0,0,0,79,18623,100,0,0,0,9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,72,28,0,0,100,314,100,1078,28,28,72,16435392,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,18433.0,64461375856.0,192879000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.631578947368421,"[('normal', 12), ('fail', 7)]",0.42809079989541543,0.8950410261750221,0.7415100665308018,47
4000790000000.0,100,0,134,103,100,439,100,8,100,0,100,0.0,113,42,97,27339,100,0,0,0,8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,434,100,434,187,32,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0,"[('normal', 19)]",0.3041956745372987,0.8158478736877441,0.7020591942283755,45
12000100000000.0,83,196915256,0,0,93,0,100,11,100,0,90,925198118.0,0,0,91,8713,100,0,0,0,11,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,74,26,0,0,100,130,100,1605,26,26,83,196915256,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,8437.0,43820871200.0,95292330289.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.4076871436367895,0.787298858165741,0.7486641840026738,48
