Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length 1, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length 2,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
6,2236351,6,7,61,0.0,46,3,10.16666667,17.55467649,0,0,0.0,0.0,27.27657689,5.813040976,186362.5833,254300.1139,938548.0,10625.0,1287178.0,257435.6,95316.55992,300358.0,86929.0,2201206.0,366867.6667,291165.6872,938548.0,102410.0,1,0,0,0,120.0,212.0,2.682941989,3.130098987,0,46,7.642857143,16.31236974,266.0934066,0,1,0,0,1,0,0,0,1,8.230769231,10.16666667,0.0,120.0,0,0,0,0,0,0,6,61,7,0,35,8215,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RANSOMWARE_SIMPLOCKER,normal,1,[0.8 0.1 0.1 0.  0. ],0.6029471813027503,0.8421052631578947,"[('normal', 16), ('SCAREWARE_ANDROIDDEFENDER', 1), ('ADWARE_KOODOUS', 1), ('SMSMALWARE_FAKEINST', 1)]",0.6207669066365444,0.7942774385590968,0.18141810186028162,54
6,2405374,3,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.247207295,1202687.0,1448235.298,2226744.0,178630.0,2405374.0,1202687.0,1448235.298,2226744.0,178630.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96.0,0.0,1.247207295,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,96.0,0,0,0,0,0,0,3,0,0,0,298,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.7 0.  0.  0.  0.3],0.6204486688579197,1.0,"[('normal', 19)]",0.5945776740425346,0.7719994839348081,0.1704517602789467,59
6,3831,1,1,106,0.0,106,106,106.0,0.0,0,0,0.0,0.0,27669.01592,522.0569042,3831.0,0.0,3831.0,3831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,20.0,261.0284521,261.0284521,0,106,70.66666667,61.19912853,3745.333333,0,0,0,0,1,1,0,0,1,106.0,106.0,0.0,20.0,0,0,0,0,0,0,1,106,1,0,115,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.  0.1],0.7980145920013804,0.8947368421052632,"[('normal', 17), ('SMSMALWARE_FAKEINST', 2)]",0.5841602643265633,0.8650088556594355,0.15868622835485743,59
6,2991226,4,7,2362,4701.0,1181,0,590.5,681.8506679,1452,0,671.5714286,739.7611906,2361.239171,3.6774219,299122.6,547124.4282,1692702.0,4.0,2722287.0,907429.0,727753.6708,1692702.0,255688.0,2739698.0,456616.3333,1107684.331,2717597.0,4.0,0,0,0,0,100.0,160.0,1.337244327,2.340177573,0,1452,588.5833333,679.0966538,461172.2652,0,0,0,1,0,0,0,0,1,642.0909091,590.5,671.5714286,100.0,0,0,0,0,0,0,4,2362,7,4701,65535,10499,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.6 0.3 0.1 0.  0. ],0.44207495180802947,0.8947368421052632,"[('normal', 17), ('RANSOMWARE_SIMPLOCKER', 1), ('SCAREWARE_ANDROIDDEFENDER', 1)]",0.580897721150095,0.4248947950768498,0.2709426883884139,54
17,50759,1,1,32,48.0,32,32,32.0,0.0,48,48,48.0,0.0,1576.075179,39.40187947,50759.0,0.0,50759.0,50759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,19.70093973,19.70093973,32,48,37.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,56.0,32.0,48.0,32.0,0,0,0,0,0,0,1,32,1,48,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5828066776775201,0.9388412698728359,0.20008115897767031,59
6,889,2,0,31,0.0,31,0,15.5,21.92031022,0,0,0.0,0.0,34870.64117,2249.718785,889.0,0.0,889.0,889.0,889.0,889.0,0.0,889.0,889.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64.0,0.0,2249.718785,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64.0,0,0,0,0,0,0,2,31,0,0,1637,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADWARE_KOODOUS,normal,1,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('SMSMALWARE_FAKEINST', 1)]",0.5848845256237506,0.9886735538626796,0.1634986254735301,58
6,31395467,7,7,410,2202.0,410,0,58.57142857,154.9654339,1096,0,314.5714286,533.8220231,83.19672391,0.445924248,2415035.923,8189290.456,29700000.0,30.0,1734187.0,289031.1667,400279.3488,1063953.0,69.0,31100000.0,5177439.333,12000000.0,29700000.0,30.0,0,0,0,0,184.0,160.0,0.222962124,0.222962124,0,1096,174.1333333,388.7475984,151124.6952,0,0,0,1,0,0,0,0,1,186.5714286,58.57142857,314.5714286,184.0,0,0,0,0,0,0,7,410,7,2202,65535,492,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.9473684210526315,"[('normal', 18), ('SMSMALWARE_FAKEINST', 1)]",0.3416250609080702,0.9891389496035516,0.34278992200545016,54
6,17378900,12,11,3100,4791.0,1428,0,258.3333333,460.9394228,1448,0,435.5454545,650.1292739,454.0563557,1.323443946,789950.0,3535275.275,16600000.0,11.0,17400000.0,1579900.0,4987490.196,16600000.0,1084.0,724033.0,72403.3,90837.0978,234813.0,11.0,0,0,0,0,392.0,360.0,0.690492494,0.632951453,0,1448,328.7916667,546.0066076,298123.2156,0,0,0,1,0,0,0,0,0,343.0869565,258.3333333,435.5454545,392.0,0,0,0,0,0,0,12,3100,11,4791,65535,1028,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.631578947368421,"[('normal', 12), ('SCAREWARE_ANDROIDDEFENDER', 4), ('RANSOMWARE_SIMPLOCKER', 2), ('ADWARE_KOODOUS', 1)]",0.572461633126271,0.9889255225250044,0.34721189815270864,54
17,3453496,16,12,11293,2009.0,1350,38,705.8125,612.0752915,1350,27,167.4166667,377.4130745,3851.749068,8.1077262,127907.2593,590839.4353,3080045.0,6.0,3453496.0,230233.0667,790677.9823,3080045.0,6.0,3424783.0,311343.9091,936902.4146,3132809.0,10.0,0,0,0,0,520.0,384.0,4.6329864,3.4747398,27,1350,505.2413793,595.0142048,354041.9039,0,0,0,0,0,0,0,0,0,523.2857143,705.8125,167.4166667,520.0,0,0,0,0,0,0,16,11293,12,2009,-1,-1,15,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,0.8947368421052632,"[('normal', 17), ('SCAREWARE_ANDROIDDEFENDER', 1), ('RANSOMWARE_SIMPLOCKER', 1)]",0.591136603002811,0.9938728395857079,0.34228736798307086,52
6,530612,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.769232509,530612.0,0.0,530612.0,530612.0,530612.0,530612.0,0.0,530612.0,530612.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,3.769232509,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,1871,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.5833902734684181,0.9503885321308133,0.1920652065770061,59
6,773732,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.584874349,773732.0,0.0,773732.0,773732.0,773732.0,773732.0,0.0,773732.0,773732.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,0.0,2.584874349,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40.0,0,0,0,0,0,0,2,0,0,0,1597,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,SCAREWARE_ANDROIDDEFENDER,1,[0.4 0.  0.1 0.  0.5],0.4138646883853214,0.05263157894736842,"[('normal', 17), ('SCAREWARE_ANDROIDDEFENDER', 1), ('SMSMALWARE_FAKEINST', 1)]",0.5844999816121479,-0.4729937339787528,-0.427690958890294,59
6,10637730,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.376020072,3545910.0,5802006.942,10200000.0,7468.0,10600000.0,5318865.0,6962194.581,10200000.0,395850.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80.0,40.0,0.282015054,0.094005018,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,80.0,0,0,0,0,0,0,3,0,1,0,65535,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.8 0.1 0.  0.1 0. ],0.6029471813027503,0.7894736842105263,"[('normal', 15), ('RANSOMWARE_SIMPLOCKER', 2), ('SMSMALWARE_FAKEINST', 1), ('ADWARE_KOODOUS', 1)]",0.5730570589641077,0.6437902543974219,0.247645304931679,58
17,31340,1,1,34,74.0,34,34,34.0,0.0,74,74,74.0,0.0,3446.075303,63.81620932,31340.0,0.0,31340.0,31340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,32.0,31.90810466,31.90810466,34,74,47.33333333,23.09401077,533.3333333,0,0,0,0,0,0,0,0,1,71.0,34.0,74.0,32.0,0,0,0,0,0,0,1,34,1,74,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,0,[0.9 0.  0.  0.  0.1],0.7980145920013804,0.9473684210526315,"[('normal', 18), ('RANSOMWARE_SIMPLOCKER', 1)]",0.5828579539613608,0.8392619225314129,0.1648864576844242,59
6,365507,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5.471851428,365507.0,0.0,365507.0,365507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,20.0,2.735925714,2.735925714,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20.0,0,0,0,0,0,0,1,0,1,0,1386,125,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RANSOMWARE_SIMPLOCKER,normal,1,[0.6 0.  0.1 0.3 0. ],0.44207495180802947,1.0,"[('normal', 19)]",0.5825489415825063,0.6086576138702496,0.10270169864744484,59
6,59460450,10,8,907,1354.0,599,0,90.7,191.8257601,663,0,169.25,266.2451877,38.02527562,0.30272223,3497673.529,14300000.0,59100000.0,139.0,59500000.0,6606716.667,19700000.0,59100000.0,377.0,323942.0,46277.42857,47260.3803,109860.0,139.0,0,0,0,0,328.0,264.0,0.168179016,0.134543213,0,663,119.0,219.8168429,48319.44444,0,0,0,1,0,0,0,0,0,125.6111111,90.7,169.25,328.0,0,0,0,0,0,0,10,907,8,1354,65535,350,4,32,398820.0,0.0,398820.0,398820.0,59100000.0,0.0,59100000.0,59100000.0,normal,normal,0,[1. 0. 0. 0. 0.],1.0,1.0,"[('normal', 19)]",0.9999999999995165,0.984893916433329,0.2307717522809262,50
