duration,symbolic,src_bytes,dst_bytes,DoS,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,true_label,predicted_label,is_FP,is_FN,is_misclassification,probabilities,Entropy Calculator,Native Trust Calculator,LIME Trust Calculator (100) - Sum,LIME Trust Calculator (100) - Intercept,LIME Trust Calculator (100) - Pred,SHAP Trust Calculator (100),Trust Calculator on 15 Neighbors - Trust,Trust Calculator on 15 Neighbors - Detail
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,7,1.0,1.0,0.0,0.0,0.03,0.07,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,0.3438232137532241,0.20070490958817988,0.5445281233414039,-0.5467299568653107,1.0,"[('anomaly', 15)]"
0,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129,117,0.45,0.02,0.45,0.02,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9924797e-01 7.5206137e-04],0.008888581,-1,-0.7052581669105374,0.7957865151441655,0.0905283482336281,0.45132639527320867,0.9333333333333333,"[('normal', 14), ('anomaly', 1)]"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,0.0,0.0,1.0,1.0,0.03,0.54,0.0,255,2,0.01,0.14,0.25,0.0,0.0,0.0,0.85,1.0,21,anomaly,anomaly,0,0,0,[0.00134015 0.99865985],0.014721714,-1,0.8448867403808046,0.07883307852877619,0.9237198189095809,-0.5465814220905304,1.0,"[('anomaly', 15)]"
0,249,27998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,6,255,1.0,0.0,0.17,0.02,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9978298e-01 2.1701283e-04],0.0029540919,-1,-1.2256781805590464,0.8706815464650817,-0.35499663409396454,0.4518614065647126,1.0,"[('normal', 15)]"
0,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,191,191,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,normal,normal,0,0,0,[0.8764908  0.12350921],0.5393646,-1,-0.9553231784943981,0.8494588119524689,-0.10586436654192921,0.328569198846817,0.6,"[('normal', 9), ('anomaly', 6)]"
0,198,1427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9975920e-01 2.4078976e-04],0.0032416412,-1,-0.6943468002741299,0.7053245019542433,0.010977701680113583,0.45183762431144714,1.0,"[('normal', 15)]"
0,222,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9981523e-01 1.8475796e-04],0.0025579305,-1,-0.5917066045355012,0.5628011145449541,-0.028905489990546984,0.451893652677536,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,0.6974447596347045,0.07515871490311216,0.7726034745378165,-0.5467299568653106,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,17,0.0,0.0,1.0,1.0,0.15,0.06,0.0,255,17,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,0.44525856098076916,0.4521123189020651,0.8973708798828345,-0.5467299568653108,1.0,"[('anomaly', 15)]"
0,696,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109,133,0.39,0.04,0.01,0.02,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9952406e-01 4.7593639e-04],0.0059393602,-1,-1.043004361935757,0.8267898476465978,-0.2162145142891596,0.4516024839878082,1.0,"[('normal', 15)]"
0,239,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,25,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9946135e-01 5.3865084e-04],0.0066257603,-1,-0.38412185635216595,0.27157681220509855,-0.11254504414706745,0.45153977990150457,1.0,"[('normal', 15)]"
0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,228,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,18,normal,normal,0,0,0,[0.99585485 0.00414512],0.038773783,-1,-0.962575633161331,0.7429396312921297,-0.2196360018692014,0.44793328166007995,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,2,1.0,1.0,0.0,0.0,0.01,0.07,0.0,255,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,21,anomaly,anomaly,0,0,0,[0.00150681 0.9984932 ],0.016297456,-1,1.0710234920248964,-0.29763441864154916,0.7733890733833475,-0.5464147675037384,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.25,0.23,0.0,0.0,0.0,0.24,1.0,20,anomaly,anomaly,0,0,0,[0.05794698 0.942053  ],0.31924072,-1,0.46474164062203766,0.1316420544117498,0.5963836950337876,-0.48997459292411805,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,7,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0.0,18,anomaly,anomaly,0,0,0,[5.8686733e-04 9.9941313e-01],0.007146254,-1,1.3810086071538203,-0.3896004473847741,0.9914081597690461,-0.5473347055912018,1.0,"[('anomaly', 15)]"
1,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,5,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.0,19,normal,normal,0,0,0,[9.991236e-01 8.764446e-04],0.010165078,-1,-1.1097003397736234,1.0590110008914528,-0.05068933888217031,0.4512020003795624,0.8,"[('normal', 12), ('anomaly', 3)]"
0,170,13603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.05,0.0,0.0,0.94,0.97,21,normal,normal,0,0,0,[9.9989039e-01 1.0961369e-04],0.0016001286,-1,-1.34504254974405,1.0027186886313768,-0.3423238611126733,0.45196881413459783,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6,1.0,1.0,0.0,0.0,0.03,0.08,0.0,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,18,anomaly,anomaly,0,0,0,[5.8686733e-04 9.9941313e-01],0.007146254,-1,1.6090976369873133,-0.324229789586373,1.2848678474009398,-0.5473347055912018,1.0,"[('anomaly', 15)]"
0,302,7497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9946135e-01 5.3865084e-04],0.0066257603,-1,-0.5291399937782174,0.44827749652357374,-0.08086249725464378,0.4515397799015045,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,7,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,14,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,1.3310539482526555,-0.37923285902352544,0.9518210892291299,-0.5467299568653107,1.0,"[('anomaly', 15)]"
18,106,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,1,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,19,normal,normal,0,0,0,[9.9939251e-01 6.0747756e-04],0.007366983,-1,-0.8480744241631576,0.5378234898914719,-0.3102509342716858,0.45147093653678894,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,20,1.0,1.0,0.0,0.0,0.08,0.06,0.0,255,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,18,anomaly,anomaly,0,0,0,[5.8686733e-04 9.9941313e-01],0.007146254,-1,0.9187774428728117,0.0545511609358888,0.9733286038087008,-0.5473347055912017,1.0,"[('anomaly', 15)]"
0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9956435e-01 4.3562372e-04],0.005491951,-1,-0.6592399295181985,0.5047557809480059,-0.15448414857019288,0.45164277672767644,0.9333333333333333,"[('normal', 14), ('anomaly', 1)]"
0,128,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,240,0.94,0.01,0.28,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9905831e-01 9.4172277e-04],0.010824521,-1,-1.2763755714075116,1.2327385606261625,-0.04363701078134907,0.4511367332935333,0.9333333333333333,"[('normal', 14), ('anomaly', 1)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,12,1.0,1.0,0.0,0.0,0.05,0.06,0.0,255,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,19,anomaly,anomaly,0,0,0,[6.2376261e-04 9.9937624e-01],0.0075406414,-1,0.6038651712497657,0.2865809158990355,0.8904460871488011,-0.5472978103160858,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,160,101,0.4,0.05,0.01,0.02,0.01,0.02,0.0,0.0,17,normal,anomaly,1,0,1,[0.12380058 0.8761994 ],0.5401877,-1,0.47982370894772525,0.2881977328156375,0.7680214417633628,-0.42412099719047547,0.5333333333333333,"[('anomaly', 8), ('normal', 7)]"
0,222,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,170,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9981523e-01 1.8475796e-04],0.0025579305,-1,-0.37819158923123963,0.3014358333271253,-0.07675575590411449,0.451893652677536,1.0,"[('normal', 15)]"
0,354,1875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,247,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[0.9986651 0.0013349],0.0146716405,-1,-1.7773933451235782,1.402704170078708,-0.3746891750448702,0.4507435214519501,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,12,1.0,1.0,0.0,0.0,0.09,0.06,0.0,255,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0.0,20,anomaly,anomaly,0,0,0,[9.0134144e-04 9.9909866e-01],0.010417419,-1,0.70047292541365,0.3110428464175707,1.0115157718312207,-0.5470202314853668,1.0,"[('anomaly', 15)]"
0,253,11905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,87,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9981523e-01 1.8475796e-04],0.0025579305,-1,-1.252662214841633,1.0761030725185576,-0.1765591423230748,0.451893652677536,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,13,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,0.7712653297636943,0.20874547774310176,0.9800108075067959,-0.5467299568653106,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,9,1.0,1.0,0.0,0.0,0.06,0.09,0.0,255,9,0.04,0.1,0.0,0.0,1.0,1.0,0.0,0.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,1.0557689950651472,-0.09162027176480642,0.9641487233003407,-0.5467299568653107,1.0,"[('anomaly', 15)]"
0,200,940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,198,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9981523e-01 1.8475796e-04],0.0025579305,-1,-1.4362721799324478,1.1910881067254615,-0.24518407320698632,0.45189365267753606,1.0,"[('normal', 15)]"
0,41,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9923587e-01 7.6414569e-04],0.009013848,-1,-0.19004413897480543,0.2213392324344415,0.031295093459636186,0.4513142955303192,1.0,"[('normal', 15)]"
5784,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,3,0.01,0.53,0.82,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9936479e-01 6.3522573e-04],0.007662497,-1,-1.7717997130994223,1.4489201501984625,-0.32287956290095976,0.4514432203769684,0.7333333333333333,"[('normal', 11), ('anomaly', 4)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,10,0.0,0.0,1.0,1.0,0.08,0.06,0.0,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,0.5745579981141007,0.23726335437725285,0.8118213524913533,-0.5467299568653108,1.0,"[('anomaly', 15)]"
0,775,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120,105,0.88,0.03,0.01,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9952406e-01 4.7593639e-04],0.0059393602,-1,-0.598841078749004,0.3613354887566004,-0.23750558999240357,0.4516024839878082,1.0,"[('normal', 15)]"
0,125,179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,1.0,0.0,0.25,0.0,0.25,0.25,0.75,0.75,13,anomaly,normal,0,1,1,[0.87192667 0.12807335],0.5521305,-1,-0.6830127048116774,0.7534783630071773,0.07046565819549966,0.324005092382431,0.7333333333333333,"[('normal', 11), ('anomaly', 4)]"
0,219,1212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9946135e-01 5.3865084e-04],0.0066257603,-1,-1.251207389067317,1.0629904021519607,-0.18821698691535582,0.4515397799015045,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,208,1,0.0,0.77,0.77,0.0,0.03,0.0,0.63,1.0,16,anomaly,anomaly,0,0,0,[0.02035195 0.97964805],0.14341208,-1,1.1391681222527852,-0.1409316482410216,0.9982364740117633,-0.5275696265697478,0.9333333333333333,"[('anomaly', 14), ('normal', 1)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,6,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,21,anomaly,anomaly,0,0,0,[0.00119162 0.9988084 ],0.01329212,-1,0.9386427942721316,-0.13401092754391825,0.8046318667282133,-0.5467299568653107,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,10,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,10,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,18,anomaly,anomaly,0,0,0,[5.8686733e-04 9.9941313e-01],0.007146254,-1,1.3886704114798036,-0.18848341704524518,1.2001869944345576,-0.5473347055912018,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,9,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,20,anomaly,anomaly,0,0,0,[9.0134144e-04 9.9909866e-01],0.010417419,-1,0.7409822027813755,0.16548496650019667,0.9064671692815722,-0.5470202314853668,1.0,"[('anomaly', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,1.0,1.0,0.0,0.0,0.07,0.14,0.0,255,62,0.24,0.02,0.01,0.0,1.0,1.0,0.0,0.0,18,anomaly,anomaly,0,0,0,[0.00984567 0.9901543 ],0.07976831,-1,0.5707019851862815,0.2852702091447597,0.855972194331041,-0.5380758988857269,0.8666666666666667,"[('anomaly', 13), ('normal', 2)]"
0,345,3938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,16,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[0.9986651 0.0013349],0.0146716405,-1,-0.3246935215583016,0.37288998239715043,0.04819646083884899,0.45074352145195007,1.0,"[('normal', 15)]"
0,196,1337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9927497e-01 7.2506029e-04],0.008607716,-1,-0.3422467132593857,0.49036007801742854,0.14811336475804315,0.45135339617729187,1.0,"[('normal', 15)]"
8,525,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67,178,0.99,0.03,0.01,0.01,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9945533e-01 5.4466579e-04],0.0066910274,-1,-0.8108263231458064,0.7508246705218102,-0.06000165262399615,0.45153375983238214,1.0,"[('normal', 15)]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,4,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,18,anomaly,anomaly,0,0,0,[5.8686733e-04 9.9941313e-01],0.007146254,-1,1.255966255594337,-0.2020983740697972,1.0538678815245395,-0.5473347055912018,1.0,"[('anomaly', 15)]"
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,41,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,16,anomaly,anomaly,0,0,0,[0.00763035 0.99236965],0.0646383,-1,0.25811201327103905,0.5707498706962831,0.8288618839673223,-0.5402912247180938,0.7333333333333333,"[('anomaly', 11), ('normal', 4)]"
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,67,0.26,0.04,0.26,0.0,0.16,0.0,0.02,0.0,19,anomaly,anomaly,0,0,0,[0.01950389 0.9804961 ],0.1386459,-1,0.7122839905578846,-0.012035169144913482,0.7002488214129712,-0.5284176814556122,0.5333333333333333,"[('anomaly', 8), ('normal', 7)]"
9052,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,255,2,0.01,0.66,0.99,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[0.9980834  0.00191658],0.020063862,-1,-1.6265688522584159,1.4110038548685173,-0.21556499738989854,0.45016183972358703,0.7333333333333333,"[('normal', 11), ('anomaly', 4)]"
0,215,6367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9958664e-01 4.1333502e-04],0.005242278,-1,-1.0028867025095907,0.8400191516208663,-0.16286755088872462,0.4516650688648224,1.0,"[('normal', 15)]"
0,232,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.03,0.0,0.0,0.0,0.0,21,normal,normal,0,0,0,[9.9989039e-01 1.0961369e-04],0.0016001286,-1,-0.62586865378619,0.44322548233075043,-0.18264317145543962,0.4519688141345978,1.0,"[('normal', 15)]"
