capacity_bytes,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_raw,smart_16_raw,smart_17_raw,smart_22_normalized,smart_22_raw,smart_24_normalized,smart_168_raw,smart_170_raw,smart_173_raw,smart_174_raw,smart_177_normalized,smart_177_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_218_raw,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_225_normalized,smart_225_raw,smart_226_raw,smart_231_raw,smart_232_raw,smart_233_raw,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_raw,smart_242_raw,smart_241_normalized,smart_242_normalized,smart_254_normalized,smart_12_normalized,smart_250_raw,smart_251_raw,smart_235_normalized,smart_23_normalized,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,LIME Trust Calculator (100) - Sum,LIME Trust Calculator (100) - Intercept,LIME Trust Calculator (100) - Pred,SHAP Trust Calculator (100),Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
8001560000000.0,83,210383520,0,0,96,0,100,2,100,0,91,1400875589.0,0,0,74,23037,100,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,69,31,87,27575,100,0,85,30268,31,31,1,210383520,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,23018.0,59777826040.0,182048000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.840633477943768,0.002358112759461406,0.8429915907032289,-0.08400000000000002,1.0,"[('normal', 19)]",0.7016350453243275,0.9741010963916779,-0.12904740803699577,59
4000790000000.0,116,102342960,0,0,97,0,100,8,100,0,82,176864261.0,0,0,51,43544,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,100,0,100,0,100,0,100,0.0,100,0,79,21,100,0,100,0,43,115790,21,21,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,43102.0,56053561192.0,254367000000.0,0,0,0,0,0,0,0,0,fail,normal,1,[0.2 0.8],0.2780719051126377,1.1126127655350233,-0.4503953130611873,0.6622174524738365,0.11599999999999999,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.825114155455488,0.3839851443650194,-0.023952059928545915,59
12000100000000.0,81,133857816,0,0,97,0,100,3,100,0,86,433532634.0,0,0,98,2545,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,70,30,0,0,100,13,100,417,30,30,81,133857816,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,2456.0,32834580512.0,46645162052.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.6611092392975575,0.017666680843934635,0.6787759201414922,-0.08400000000000002,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.631051159210587,0.9345596730709076,-0.1141036038039293,60
8001560000000.0,81,113577608,0,0,91,0,100,7,100,0,93,1841142352.0,0,0,75,22444,100,0,0,0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,77,23,94,12628,100,2,84,33802,23,23,81,113577608,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,22402.0,58654696272.0,185681000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0766175855894278,-0.20020020214604345,0.8764173834433844,-0.08400000000000002,1.0,"[('normal', 19)]",0.6998250453190167,0.9945968519896269,-0.12173203824192284,59
12000100000000.0,65,3381472,0,0,99,0,100,1,100,0,73,22200574.0,0,0,100,411,100,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,73,27,0,0,100,8,100,40,27,27,65,3381472,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,408.0,22102075432.0,1583367714.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.2 0.8],0.2780719051126377,0.23278936466840242,0.40516757773757633,0.6379569424059786,0.11599999999999999,0.7368421052631579,"[('normal', 14), ('fail', 5)]",0.635209779899792,0.47706366823930224,-0.00873633115410529,61
500108000000.0,100,0,100,0,100,2043,100,21,100,0,100,0.0,100,0,45,22020,100,0,0,0,21,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,100,101,100,5,100,1766,100,33,0,0,100,0,100,8,100,0,200,0,0,0,0,0,45,22018,100,0,0,0,258,0.0,0.0,0,0.0,100,0.0,0.0,0.0,0,0,0,0,0,0,0,0,fail,fail,0,[0.9 0.1],0.5310044064107188,0.2378130978905602,-0.030339450621610475,0.20747364726894968,0.8160000000000001,0.5789473684210527,"[('fail', 11), ('normal', 8)]",0.8339947241969969,0.7289843521506909,0.503786642915665,61
4000790000000.0,100,0,133,104,145,536,100,12,100,0,100,0.0,113,42,97,25797,100,0,0,0,12,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,402,100,402,240,25,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.6669205543842188,0.18629655275343526,0.8532171071376544,-0.08400000000000002,0.9473684210526315,"[('normal', 18), ('fail', 1)]",0.7261669702458915,0.9906896967440844,-0.13524963333869244,60
12000100000000.0,82,155398968,0,0,93,0,100,5,100,0,86,412629569.0,0,0,90,9597,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,64,36,0,0,100,105,100,738,36,36,82,155398968,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,9441.0,53563516600.0,113096000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.79319414753598,-0.022559376572381273,0.7706347709635988,-0.08400000000000002,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.6450002812761974,0.9914366779848933,-0.11845675951715344,60
12000100000000.0,83,211186304,0,0,98,0,100,2,100,0,88,620648134.0,0,0,96,4225,100,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,71,29,0,0,100,29,100,1146,29,29,83,211186304,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,3959.0,40444907528.0,73780174304.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8325480610697087,-0.04521232148024279,0.7873357395894657,-0.08400000000000002,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.638267041926606,0.8782839626073837,-0.11654548248399392,60
4000790000000.0,100,0,135,98,100,432,100,6,100,0,100,0.0,113,42,96,32847,100,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,239,100,239,230,26,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.6572941646200491,0.12945617310922442,0.7867503377292736,-0.08400000000000002,1.0,"[('normal', 19)]",0.7261669702766961,0.9438493773341179,-0.1244529146853703,59
10000800000000.0,75,30918328,0,0,91,0,100,10,100,0,89,810816162.0,0,0,77,20955,100,0,0,0,9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,45,55,73,27,45,111146,100,306,100,1071,27,27,75,30918328,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,20823.0,69104721624.0,171677000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.6303695363349043,0.1625877354425937,0.7929572717774975,0.0,1.0,"[('normal', 19)]",0.6712259566018789,0.9949214737862349,-0.1247774129124916,59
12000100000000.0,83,206795912,0,0,90,0,100,19,100,0,88,573744724.0,0,0,78,19344,100,0,0,0,17,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,71,29,0,0,100,261,100,955,29,29,83,206795912,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,19216.0,73517441128.0,179619000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.888937569926829,-0.24268344285533577,0.646254127071493,0.015999999999999986,1.0,"[('normal', 19)]",0.6857684756337591,0.7606682977133814,-0.04459128946955173,60
8001560000000.0,79,88393552,0,0,90,0,100,5,100,0,90,1073750290.0,0,0,64,31584,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,77,23,93,15272,100,2,96,9876,23,23,1,88393552,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,31567.0,73482946456.0,230055000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.111504924416843,-0.2159827864683953,0.8955221379484478,-0.08400000000000002,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.7365096489242111,0.9936345363967121,-0.1325616441299756,59
4000790000000.0,119,208360088,0,0,94,0,100,6,100,0,89,922060771.0,0,0,56,39157,100,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,100,0,100,0,100,0,100,0.0,100,0,76,24,100,0,100,1,77,47735,24,24,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,38812.0,56359556176.0,203810000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.81064660995928,-0.02293186494237126,0.7877147450169091,-0.08400000000000002,0.7894736842105263,"[('normal', 15), ('fail', 4)]",0.7955671192137116,0.994577681645751,-0.14679848319402475,61
4000790000000.0,100,0,134,101,100,0,100,3,100,0,100,0.0,113,42,96,32762,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,3,100,3,193,31,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.5503163524359391,0.2192200843524217,0.7695364367883608,0.0,1.0,"[('normal', 19)]",0.7261669702752355,0.9791167341172695,-0.12487611686717175,61
8001560000000.0,82,160666368,0,0,95,0,100,3,100,0,96,3938451679.0,0,0,66,29838,100,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,71,29,97,6593,100,0,83,34641,29,29,1,160666368,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,29797.0,75045283448.0,190933000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.0034088525951168,-0.20697118052405183,0.7964376720710648,-0.08400000000000002,1.0,"[('normal', 19)]",0.6958347275113704,0.9938344899564981,-0.12309002447991794,60
4000790000000.0,108,18437224,0,0,91,0,100,8,100,0,84,270801349.0,0,0,53,41585,100,0,0,0,8,0,0,0,0,0,0,0,0.0,0,0,0,100,0,100,0,100,0,100,0.0,100,0,79,21,100,0,100,1,82,37124,21,21,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,41400.0,63136652608.0,188571000000.0,0,0,0,0,0,0,0,0,fail,normal,1,[0. 1.],1.0,1.035918928026077,-0.21526815915625036,0.8206507688698268,0.0,1.0,"[('normal', 19)]",0.777884420188951,0.9827027767896652,-0.13748257736150085,59
4000790000000.0,100,0,134,103,100,440,100,8,100,0,100,0.0,113,42,97,27642,100,0,0,0,8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,572,100,572,193,31,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.9927203906694223,-0.14810699246798215,0.8446133982014405,-0.08400000000000002,1.0,"[('normal', 19)]",0.7261669702545221,0.9770910032093525,-0.1247553162644696,58
12000100000000.0,79,79338632,0,0,88,0,100,12,100,0,85,326092159.0,0,0,79,18711,100,0,0,0,11,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,71,29,0,0,100,262,100,885,29,29,79,79338632,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,18605.0,69200935160.0,186982000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.2142926100557145,-0.3767106782494019,0.8375819318063138,-0.08400000000000002,1.0,"[('normal', 19)]",0.685833012053916,0.9808502066880465,-0.12337727387954096,59
12000100000000.0,78,69173928,0,0,94,0,100,5,100,0,86,418293712.0,0,0,88,11370,100,0,0,0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,76,24,0,0,100,179,100,1208,24,24,78,69173928,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,11121.0,53494695048.0,108196000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.4302852843681795,-0.5871127852433367,0.8431724991248433,-0.08400000000000002,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.6406652044686433,0.9928283831104636,-0.11449966821552993,59
8001560000000.0,73,18554176,0,0,88,0,100,6,100,0,91,1208153054.0,0,0,65,30698,100,0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,100,0,100,0,100,0.0,100,0,57,43,97,6924,100,5,94,13112,43,43,1,18554176,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,30638.0,66331394184.0,223558000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.147951118848892,-0.33356975574133746,0.8143813631075543,-0.08400000000000002,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.7308885109545509,0.958500299602747,-0.14719625253743893,58
4000790000000.0,106,11499152,0,0,92,0,100,16,100,0,73,23606971.0,0,0,57,37804,100,0,0,0,16,0,0,0,0,0,0,0,0.0,0,0,0,98,2,100,0,100,0,100,0.0,100,0,78,22,100,0,100,1,95,11522,22,22,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,37561.0,53914165808.0,201839000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0.1 0.9],0.5310044064107188,0.9156621260189545,-0.08859281141341097,0.8270693146055432,0.0,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.7850561181843732,0.7213565892965916,-0.0688330697267075,60
8001560000000.0,100,0,135,100,100,0,100,1,100,0,100,0.0,128,18,98,19965,100,0,0,0,1,0,0,100,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,93,9458,93,9458,250,24,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.7750467471097551,0.12184206623422289,0.8968888133439779,-0.08400000000000003,1.0,"[('normal', 19)]",0.6331601726616116,0.983573205769062,-0.11029266764846653,59
12000100000000.0,80,111596464,0,0,98,0,100,2,100,0,85,342967204.0,0,0,98,2105,100,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,77,23,0,0,100,7,100,116,23,23,3,111596464,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,2088.0,32600984352.0,44904171790.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.6295103596201014,0.15901596281071295,0.7885263224308141,-0.08400000000000002,0.8421052631578947,"[('normal', 16), ('fail', 3)]",0.6299455243406277,0.9279845356941223,-0.1151280309666645,61
4000790000000.0,111,36543888,0,0,91,0,100,12,100,0,89,821804013.0,0,0,60,35560,100,0,0,0,12,0,0,0,0,0,0,0,0.0,0,0,0,100,0,100,0,100,0,100,0.0,100,0,67,33,100,0,100,0,97,7218,33,33,0,0,0,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,35479.0,49033324216.0,194047000000.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.8211787580207637,0.018697504108864227,0.8398762621296276,-0.08400000000000002,1.0,"[('normal', 19)]",0.7821579372611324,0.956674799323082,-0.1485743402246281,60
12000100000000.0,81,130015024,0,0,99,0,100,1,100,0,84,268499893.0,0,0,99,1698,100,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,100,0,100,0.0,0,0,79,21,0,0,100,4,100,157,21,21,4,130015024,0,0,100,0,100,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,100,1661.0,27114005488.0,36492725012.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,1.1793561916924244,-0.3519779259894347,0.8273782657029902,-0.08400000000000002,0.8947368421052632,"[('normal', 17), ('fail', 2)]",0.6291986809187612,0.9412828907370567,-0.11453354187923519,61
12000100000000.0,100,0,132,96,100,0,100,1,100,0,100,0.0,128,18,100,6281,100,0,0,0,1,0,0,100,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,356,100,356,240,25,0,0,100,0,100,0,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,normal,normal,0,[0. 1.],1.0,0.890059138797168,-0.0739046687812056,0.8161544700159625,-0.08400000000000002,1.0,"[('normal', 19)]",0.6199667440672284,0.9889490120112896,-0.10979561390538624,61
