true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,LIME Trust Calculator (10)_13148 - Sum,LIME Trust Calculator (10)_13149 - Sum_Top,LIME Trust Calculator (10)_13150 - Intercept,LIME Trust Calculator (10)_13150 - Pred,LIME Trust Calculator (10)_13150 - Score,LIME Trust Calculator (20)_18111 - Sum,LIME Trust Calculator (20)_18111 - Sum_Top,LIME Trust Calculator (20)_18112 - Intercept,LIME Trust Calculator (20)_18112 - Pred,LIME Trust Calculator (20)_18113 - Score,LIME Trust Calculator (50)_33739 - Sum,LIME Trust Calculator (50)_33739 - Sum_Top,LIME Trust Calculator (50)_33740 - Intercept,LIME Trust Calculator (50)_33740 - Pred,LIME Trust Calculator (50)_33741 - Score,LIME Trust Calculator (100)_57876 - Sum,LIME Trust Calculator (100)_57877 - Sum_Top,LIME Trust Calculator (100)_57877 - Intercept,LIME Trust Calculator (100)_57878 - Pred,LIME Trust Calculator (100)_57878 - Score
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.5501428044969148,0.044833529709166306,0.9396080841037174,0.944527417057597,-0.0,-0.5807416938437383,0.036533684938894334,0.9950622771573792,0.8717452916802789,-0.0,-0.8470086436485402,0.14492023235237592,0.9159930571751792,0.6817224968704814,0.04184745755791558,-0.9545724849371575,0.12419930054241587,0.9889825392736077,0.5828468034432708
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.6428539844600745,0.06554947085584964,0.951260817181359,0.9528546450167442,-0.0,-0.775469383237751,0.13253824206025927,0.92974468771824,0.8938671489436141,-0.0,-0.9463012837685512,0.253539627390114,0.9489393366178019,0.7231729110502431,0.016537224127874835,-0.7475290049852485,0.158660324765195,0.9667825411536844,0.6516271800791799
normal,normal,0,[1. 0. 0. 0.],1.0,0.02533309322803579,-0.459328771827525,0.034719387230721405,0.9161550113700786,0.9142532201932967,0.11451608324702935,-0.7378816458568863,0.09239373474325913,0.9396613524979991,0.937412208786107,0.16767767929690341,-0.6956319551948725,0.06479372964926755,1.0269586549573804,0.8408676336558085,-0.0,-0.4374217839031958,0.022544892042505794,0.9119101657805124,0.5400390518156006
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.4272966240240445,0.036317780781942526,0.9391000979832389,0.9161867222729869,-0.0,-0.8362631405434815,0.13974324198778204,0.949060828322588,0.9433320522233996,-0.0,-0.2896825047020365,0.027909111388549353,0.8729531955733901,0.7140693674211445,-0.0,-0.48765852233222823,0.0350154044876974,0.933998571968239,0.6086721046354361
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.07133276184941094,0.0983050083077577,0.9205877906801105,0.9764991221217963,-0.0,-0.05829679885880159,0.06180843553719201,0.8976495551921926,0.8842049098489926,-0.0,-0.04435959384906671,0.13908965260283032,0.9481275039475352,0.7839979555775654,-0.0,-0.012763687231594135,0.07295059555630745,0.8869074849034065,0.7147946011917093
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.4264616469461281,0.019106125391390578,0.9525673809743667,0.9811801464040717,-0.0,-0.5623836526926621,0.06902349623882374,0.873887594835143,0.8645067440541672,0.14052081718677298,-0.8727657635038228,0.16781410980422,0.8951881505931806,0.79421849409842,-0.0,-0.47125506405896594,0.0640230383221581,0.9459891996884623,0.6369231260449769
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.3423208072365922,0.018934717816460913,0.9613034300103076,0.9575076770914677,0.3396574634156904,-0.6594106051032397,0.08042220764548273,0.9223260308919801,0.9431159539625424,-0.0,-0.6328073175924421,0.054678886343139506,1.0223019727355294,0.6681551988375252,-0.0,-0.4668736556667466,0.033767942124848786,0.9745678879149093,0.5864840692696416
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.6720387805022145,0.10182897344856412,0.9168325424026855,0.893174746337279,-0.0,-0.8957918087430897,0.14663496340226267,0.9554634686019576,0.93987770570501,-0.0,-0.19958678501008173,0.01344000894328645,0.8893184516921302,0.7034127583014884,-0.0,-1.0146028694035907,0.3119737030513494,0.9102790079994459,0.6780235910266229
Probe,Probe,0,[0. 0. 0. 1.],1.0,-0.0,1.2115233070455607,0.17330167434555727,0.9105324226475857,0.9858102053767368,-0.0,0.9828082566126548,0.10688956956598997,0.8618201158690874,0.9235574351291149,-0.0,0.9437497937914936,0.09591517177398413,0.8054240031400768,0.8217488528856249,-0.0,0.7259916742043017,0.0636341094908302,0.7318514223141831,0.6865315567178469
normal,normal,0,[0.7 0.1 0.  0.2],0.42161017527648026,0.6021305901959563,0.02272506672791868,0.04888655980334928,0.6570124486778259,0.8961286548517207,0.34131265734288846,-0.06287323730869969,0.02559760020352265,0.6954275492178322,0.7893195205291198,0.12359012488401756,-0.04574439169508656,0.019521650300811468,0.6223425047499859,0.6189162696854349,0.2771338535821821,0.0321610863101023,0.02349769020274094,0.5575465039857822,0.5799824660706817
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.007509528917835679,0.07865573359451658,0.8986022067205988,0.9484497007417545,-0.0,-0.00816548093232331,0.0731269125562212,0.8606684446551554,0.8391249620144183,-0.0,-0.07762030945248433,0.14535607968831138,0.8417463236985233,0.7729142663741635,-0.0,-0.11377201560123218,0.01173723114792419,0.692136000449811,0.5066897634922216
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.5942014946978607,0.05897917467394437,0.9460227738159782,0.953212426803768,-0.0,-0.5193165532181844,0.03548094970955257,0.9662625076553751,0.9642099175932165,-0.0,-0.6693806378484449,0.10637104519343943,0.912395526816321,0.6720546281393054,-0.0,-0.7007518336784441,0.0694590851205641,0.9664124774073819,0.48539380363346474
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.29247585013754224,0.0400658619719277,0.9204385926064013,0.9436743687445417,-0.0,-0.5144565579366396,0.03827365456936694,0.9532031320539407,0.9198533363531194,-0.0,-0.2940479524877513,0.004579410290307364,0.9559922309295394,0.7874268507269382,-0.0,-0.258303673244586,0.014325648172485078,0.8507553387918618,0.5341291582909453
normal,normal,0,[1. 0. 0. 0.],1.0,0.04706503733714918,-0.5260486564105556,0.05092805087881125,0.9761838395007938,0.9616781328430891,-0.0,-0.4981318141028482,0.04228629698867077,0.8871980323952993,0.9151681099414992,-0.0,-0.7629290078247007,0.1500194693193207,0.9652880000748711,0.689170449282456,-0.0,-0.7397577440895691,0.12392404105205318,0.9620779285869651,0.5594590571737803
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.4712136723241539,0.03140230930477073,0.9389937055875005,0.9741410145120442,-0.0,-0.6556722381657115,0.0675586702675525,0.9478375760905864,0.8862793180900801,-0.0,-0.729165573273924,0.08954607597914933,0.9551673686109993,0.8159154261361843,-0.0,-0.5797934665936452,0.04300550868365515,0.9164484136056803,0.6261864644592898
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.39680876757944983,0.030797445601679407,0.9550589774317109,0.954485074773081,-0.0,-0.5056488118366976,0.03877717944003429,0.9130510399744051,0.8603394575117171,0.09001139107727864,-0.4512598728978286,0.04131155573749162,0.7878751515697073,0.7226446961454496,0.25229741167715586,-0.6248947405750944,0.05792760940735341,0.8195475990043779,0.6323918079080958
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.055023127729720366,0.08441634066771535,0.924813897945246,0.9770091703717891,-0.0,-0.026120039276519433,0.16637648689212192,0.953247545530332,0.9365145824072286,-0.0,-0.10465079624980342,0.017530043848977803,0.910914182936796,0.7612015291580015,0.15693224343961693,0.05246415813746528,0.164748824470995,0.926729869066974,0.6619827488569057
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.0962121002019949,0.10997282478159598,0.9221847821001892,0.9714833154195044,-0.0,-0.06682155329157945,0.0670140582585146,0.9513804357496232,0.9763602487623049,-0.0,-0.03228159801675193,0.047137616577299354,0.8913672291170147,0.80713130666991,-0.0,-0.09485930773701086,0.026268309590173913,0.8175768173441333,0.6072414368352597
normal,normal,0,[0.9 0.1 0.  0. ],0.7655022032053593,-0.0,-0.035653273873996416,0.049646470936139234,0.867507787143649,0.9513665091877092,-0.0,-0.08119137872061064,0.021479229361607084,0.8710334911168329,0.9067886219340724,-0.0,-0.13354044897359613,0.21366698169596324,0.8418996319817086,0.6960858778146579,-0.0,-0.23993736255169737,0.09673642950458632,0.7789679339370889,0.6298275786856203
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.5579432231827188,0.03079047510608339,0.981420583129764,0.9380236857998827,-0.0,-0.7649897441847386,0.0942941648324193,0.9460689469618649,0.8952795165589565,-0.0,-0.8473486819212751,0.17693889730559703,0.9392616388688664,0.6868641447805193,-0.0,-0.43747284518732776,0.032841328815558665,0.8415575958775573,0.6080967036880827
normal,normal,0,[0.8 0.  0.2 0. ],0.6390359525563188,0.3676383741287041,-0.37686492074312555,0.02353189462083753,0.765376511155367,0.891906013967971,0.3104683907672697,-0.3871542994125482,0.032953195590167045,0.7750937707182162,0.9134145371553126,0.28694621604189113,-0.6747489423859013,0.07932073103365232,0.7944311997380167,0.7175266162371678,0.3857078232518383,-0.677011672848162,0.07353578256858781,0.7624500702076146,0.6353093350952501
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.035756959309317236,0.08322527250904145,0.9417715738092299,0.9743354315975264,-0.0,-0.10526272032339301,0.07082839225824121,0.8894844661772515,0.9480026931376735,-0.0,-0.07079253010588245,0.08413112650491969,0.884743502560139,0.7103473341791329,-0.0,-0.03600193676774295,0.09212242497030088,0.8355834703575883,0.5404307234457046
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.30323619728254475,0.032043604003358844,0.9194239286078559,0.8982972709543149,-0.0,-0.38890253675301445,0.03360813403663313,0.8880851656336287,0.8665335188744672,0.20971192968893515,-0.657989897012921,0.10001871138685382,0.8448220728937568,0.7803657531583188,-0.0,-0.6463510078893125,0.1028021210134734,0.8866298344469435,0.691740323842144
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.42920181949704483,0.021288726857058553,0.94363805801573,0.944544499473231,-0.0,-0.7740934745588839,0.08706145485460423,0.9690930972653493,0.8648966339988954,-0.0,-0.6169012418650497,0.05513425942964205,0.9725280943422127,0.7546280590792986,0.04312109811170474,-1.1391185358201323,0.24537919806575972,0.9155334866597521,0.6768410309551063
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,0.0,0.12871026110503658,0.924109065030367,0.9640110141959843,0.2795426119858998,-0.14581082053917518,0.11804386323262497,0.9130205733299209,0.9279790693735479,-0.0,-0.147182048408015,0.025601195390360598,0.8428440466545148,0.8276701696131186,-0.0,-0.05527687642997442,0.02298478249734856,0.725329947469018,0.6230032036438057
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.42241219316397066,0.01690787747896003,0.9480018961129512,0.951178971630032,-0.0,-0.3813931149968509,0.015923825061529475,0.9451341018231947,0.8857806440742388,0.16643603563477055,-0.8919444239889112,0.14513522640064208,0.9388874801780337,0.8729809805050976,-0.0,-0.6717816510744745,0.1252085145448947,0.9075835714161974,0.6155179626635118
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-5.4083010344209285e-05,0.09599505152170328,0.923576105578008,0.9616861480240244,-0.0,-0.006357705206111858,0.0705882837262821,0.9356337420922618,0.9354354492012196,-0.0,-0.048532136581779475,0.052843766656045815,0.7820612837915708,0.7161450947243362,-0.0,-0.016892424633509387,0.0526305300195057,0.9431879854410965,0.6435616949520235
normal,normal,0,[0.9 0.  0.  0.1],0.7655022032053593,-0.0,-0.5509829510532093,0.03519465924465603,0.8985138597041805,0.9232610060047959,-0.0,-0.736811520246611,0.09370079296686344,0.8748266340599863,0.880351886335166,-0.0,-0.40769744852444867,0.02529228295343639,0.864275897738561,0.5734978973835181,-0.0,-0.515907400645606,0.04220393859888199,0.8432351108611803,0.5564621036827517
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.4917390120409673,0.03407398843793578,0.9398538503810457,0.9723658908898155,-0.0,-0.4890586699894521,0.03516007631402316,1.0151681051885588,0.9416947905789228,-0.0,-0.5191244328897754,0.03514117493459251,0.9487643373060317,0.7511602309248259,-0.0,-0.6846720676863302,0.11622647720980069,0.9840594145325557,0.6000656575800541
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.552748708326076,0.04831268460985642,0.9465337059997987,0.9787734006227073,-0.0,-0.6125683948529496,0.0627547312339526,0.9482762822801196,0.8513959491989288,-0.0,-0.6922787406377052,0.124177662593078,0.9183413387658785,0.7295682078337404,-0.0,-0.41218318608942967,0.013674171296156966,0.9451298108743182,0.7010472299095188
normal,normal,0,[0.9 0.  0.1 0. ],0.7655022032053593,0.24909088001904953,-0.4523808312709221,0.028264315512865446,0.8923605517536741,0.9690865267408705,0.2659142202542939,-0.7953074757429788,0.09828171512773554,0.9372047800410168,0.8870038935429436,0.23791203934208877,-0.7279661767785778,0.07274132191627157,0.9459152119709211,0.7638664333438512,0.2401748652940057,-0.7426549374911824,0.1363720755070351,0.7679117400952323,0.6754925677866889
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,0.0,0.11106932054701354,0.9174082399982906,0.960171354223187,-0.0,-0.03210153890647595,0.07132826102316686,0.8486910061340083,0.8032042927900751,-0.0,-0.07094129645613,0.09077079709753227,0.8584607235065839,0.7887832861563266,-0.0,-0.06473614291286642,0.11241616513194007,0.7597422233344798,0.4973331523224609
normal,normal,0,[0.7 0.3 0.  0. ],0.5593545503846536,-0.0,-0.03522127597863814,0.03349295675503203,0.6792205284978727,0.9586546331826237,-0.0,-0.0771747200446728,0.017247399352518185,0.7397140967985196,0.9260228623076634,-0.0,-0.06381715740408618,0.062447486730898685,0.6842484539218738,0.7034197902028358,-0.0,-0.1733228973814023,0.013117128904247795,0.6724242100925053,0.5585765967213965
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.0421444613786123,0.1242007316124513,0.9137536506330874,0.9708233720434934,-0.0,-0.0319934683298693,0.22392934697601316,0.8582884930247525,0.8972129425142897,-0.0,-0.024108884709325058,0.11529862057267345,0.75920142973669,0.7186980280883972,0.3083833092896904,-0.056174801385489984,0.05739088149269644,0.8177624498709455,0.6215334987548046
normal,normal,0,[1. 0. 0. 0.],1.0,0.025892484357279442,-0.4055270679705484,0.02547948996554982,0.9374935097325018,0.9015018604446323,0.010240324924012948,-0.5860671436451407,0.05273300269992725,0.9103358438613074,0.8261397097625568,-0.0,-0.5686847907949794,0.09707066939219511,0.7781179193670805,0.6325482766367494,-0.0,-0.5850866770585207,0.09057946710814463,0.8742027979245124,0.5455876814119582
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.11551557209283533,0.10619689289944223,0.9277423790437672,0.9755202075260757,-0.0,-0.05199806414586226,0.11673722681408863,0.9511941964488819,0.9526783280113453,-0.0,-0.012494994545957669,0.17773770896879815,0.92478140714948,0.8528265855817744,-0.0,-0.03908230638971018,0.02275790523081507,0.8638859640396053,0.6503419716093339
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.014671046353532561,0.2108012817539094,0.9147824239101631,0.9617045650242179,-0.0,-0.069117511024201,0.06548280131312746,0.9132199716807652,0.9297515370632632,-0.0,-0.09238669041149589,0.09790809182845919,0.8575115935079244,0.6371006921885513,-0.0,-0.19986237087312522,0.09648518786545368,0.8725494695769302,0.7615099486505886
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.05586666246299684,0.0678193459327667,0.8904520253893188,0.8885153049723703,-0.0,0.0,0.07566236708280263,0.9031201807564391,0.8755324325989483,-0.0,-0.007751706171127341,0.034286094926226196,0.8904259676324092,0.7867136176134647,0.36023693275420826,-0.11293362188398587,0.03617136181769913,0.7095325490125024,0.5824226035792026
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.04729360994734004,0.10118138300659898,0.9196157155691606,0.9779159721279561,0.0642204364522059,0.0,0.12438050344595121,0.8463558537247287,0.9028000034371733,-0.0,-0.009540184459517351,0.062373269554213163,0.88576067209362,0.8038085514278903,-0.0,-0.04490885338533931,0.061958940553319145,0.8384595081344351,0.637922631841082
normal,normal,0,[0.8 0.2 0.  0. ],0.6390359525563188,0.3139622840933277,-0.06872717984520597,0.06513856169363255,0.777015780450721,0.8756907224093988,-0.0,-0.03712008431872087,0.036995873628953374,0.7801955443252628,0.8745625861710737,-0.0,-0.08963055714703344,0.03539256898154651,0.8010931715538705,0.5784736079795048,-0.0,-0.16573168576080657,0.05498869379928424,0.7134894584712553,0.5889302684670517
DoS,DoS,0,[0. 1. 0. 0.],1.0,0.008907204626122163,0.0011429555907669403,0.13522300968641746,0.9172830864412961,0.9334402317228643,-0.0,-0.026647172388141793,0.0335242055550793,0.9107557687648051,0.9171691002171101,0.3674839563680725,-0.04322971581248247,0.06895649239857089,0.8205863157491216,0.7701169723920112,-0.0,-0.005803816505447473,0.03826362723757599,0.7343493232367755,0.5929430994442013
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.43622870423256876,0.045381555768129966,0.9521942392301967,0.9368732047171808,-0.0,-0.5820190679271359,0.06822785342244178,0.9287284056924109,0.9238931799436098,0.2215959559827702,-0.6527544279019588,0.07051766966565931,0.8641303617370324,0.721734986001888,0.06539873655507994,-0.914114812199781,0.14274204104565655,0.9424167378394576,0.7776202154004972
Probe,Probe,0,[0. 0. 0. 1.],1.0,-0.0,1.1157943747153396,0.13496246812180718,0.8966946290920144,0.9763649640181313,-0.0,0.9172175306941128,0.07345365607446064,0.886106341694793,0.9613922255666395,0.25567283268259017,0.9056738180741064,0.13281830521931096,0.7289699479165876,0.7355216343571958,0.16028568604578125,0.8384708151606804,0.13789853047007303,0.6235715803637166,0.6049934515825164
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.6293412454545664,0.06244223617299744,0.9638512262253643,0.9632285922470084,-0.0,-0.39525767008054835,0.027877478834555876,0.8347402794919814,0.8375140913677209,-0.0,-0.2723827752497825,0.050688749976300726,0.8532368741137105,0.7110102980303818,-0.0,-0.3368187604873831,0.03174178665933212,0.757855792709217,0.697430899998117
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.0669631455121655,0.030937683553402394,0.9194140474910601,0.9704280621143463,-0.0,-0.1304676400038647,0.034324671833825246,0.94678029779237,0.9294576554380499,-0.0,-0.02925956704880043,0.050992831011489444,0.853514410355189,0.7382006093763371,0.09269127060585432,-0.19273030578148603,0.0706567205479875,0.9124630357456391,0.6349343059531241
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.44436044589461265,0.025365422980543725,0.9514204203289818,0.967147921712023,0.09863965616850981,-0.534444316318408,0.046148347890703365,0.9411483065686963,0.8549049729002243,-0.0,-0.5347363386115306,0.060976918056631024,0.8521136696411049,0.6202752637385093,-0.0,-0.48467663628477453,0.025928361690873973,0.9754858000635221,0.5824643799566778
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.3619981467891818,0.02511525496734399,0.9456628675723004,0.9490644363653151,-0.0,-0.5160052490949317,0.03739818832878623,0.943214091926212,0.9070897032873082,-0.0,-1.0031944650569078,0.23137846322051453,1.0127416552653248,0.7792021660410255,-0.0,-0.4019780570584115,0.051950899271092504,0.8071820353075029,0.5510790421993607
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.590835800014863,0.05007658184003456,0.9269115562357436,0.970217218765516,-0.0,-0.3871486491499966,0.026593250276299926,0.9373731353679818,0.876118663927078,-0.0,-0.6613087992841435,0.05562538673221096,0.9636028858247137,0.7766691500093229,-0.0,-0.7160248303722029,0.11000946600993769,0.956933633805812,0.6940184906375017
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,0.0,0.12231236909273396,0.9105234954201664,0.9588888728126049,-0.0,-0.06136590891568552,0.03530737778761931,0.8582803979993017,0.9070404741767476,-0.0,-0.09477969567467089,0.05157512800157561,0.7202343504775167,0.7624634524650817,-0.0,-0.07979384570094641,0.014282039039011636,0.6306141839209096,0.5939082258229592
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.005155943714589291,0.122738868745162,0.9138462356809369,0.9326090448973874,-0.0,-0.14236919695140565,0.05848207408063847,0.8703718508991886,0.8965848054133794,-0.0,-0.03603800646485064,0.045197764531970816,0.9664246239533784,0.781501327286548,-0.0,-0.2306543825479294,0.02783823099062152,0.908990765706319,0.5902045137106178
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.2382157231196515,0.038211491892901184,0.9416591307122851,0.9176820990579723,-0.0,-0.574083728043865,0.057068932880819885,0.9405959074039253,0.8658391643058214,-0.0,-0.426900787029298,0.028178203372275865,0.9614551512554502,0.7538988764729786,-0.0,-0.9181591956569619,0.17514738463853238,0.8778607071476767,0.5746123749356769
normal,normal,0,[1. 0. 0. 0.],1.0,0.12638606565756555,-0.5006434497289123,0.04444753142427275,0.9419726103445616,0.9583823715606031,-0.0,-0.5582478256760623,0.049096975861365265,0.9427663746122885,0.9185993152206724,-0.0,-0.43739606482032667,0.059097463366516015,0.9443370568863317,0.7393583169900901,-0.0,-0.6259262060856605,0.07955720327426635,0.8898438909157412,0.5934225740086395
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.503695275727611,0.03900891133995032,0.9291735977799497,0.9104742902850169,0.11520481777264507,-0.5206624298922349,0.058105343774799596,0.9392821472629448,0.9375043293885085,-0.0,-0.47508433054302185,0.03654314651694184,0.8687064612802635,0.6998043043722064,0.22341780765677888,-0.3255330101391578,0.04051561772878598,0.7194054289369334,0.6268438034639137
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.6798617866550807,0.06947872810400575,0.9767964067692627,0.9724679629926769,-0.0,-0.5715487851143417,0.04598342167586094,0.9715816106597681,0.880235954152375,-0.0,-0.6764094598675376,0.08059859094182306,0.9926594313852879,0.8090193700618238,-0.0,-0.5750453966651957,0.06936181267848661,0.8927661298063833,0.5561298487187649
normal,normal,0,[1. 0. 0. 0.],1.0,-0.0,-0.46578281440317887,0.043935485034238185,0.9384476060596968,0.9410801608943489,-0.0,-0.4897223113392631,0.025382389420858326,0.9546383353773893,0.8558600995863688,-0.0,-0.719137597479309,0.09676836149185367,0.9715820180469527,0.8169166789087476,-0.0,-0.14727988304285092,0.011638552681095675,1.0000301335126531,0.6254858464429824
DoS,DoS,0,[0. 1. 0. 0.],1.0,-0.0,-0.07788318749309008,0.12525535797915777,0.924232131739104,0.9671194661109989,-0.0,-0.048720889709168366,0.04480636857381802,0.9191439346616899,0.9060993893915746,-0.0,-0.06893926892332267,0.12605669618618048,0.8211114297106517,0.7920243511247429,0.3074261633557978,-0.155362767131452,0.0563657093798731,0.8823839895193015,0.6838067989656313
